"","year","id","age","t","coll","nchild","nchildA","agey","Xt","Xf","Xp","wage","earn","husb","outmarr","outsplit","outn","outh","flag"
"11489","2009",958,27,6,0,1,1,2,2,0,2,6.47707644378176,18295.2497704359,1,0,0,0,1,-1
"11490","2010",958,28,7,0,1,1,3,3,0,3,NA,38000,1,0,0,1,0,-1
"11491","2011",958,29,8,0,2,2,0,3,0,3,NA,29082.0177914901,1,0,0,0,0,-1
"11492","2012",958,30,9,0,2,2,1,3,0,3,2.10843631035058,40245.4898647177,1,0,0,0,1,-1
"11493","2013",958,31,10,0,2,2,2,4,0,4,NA,47737.805689462,1,0,0,1,0,-1
"11494","2014",958,32,11,0,3,3,0,4,0,4,NA,48817.9575560962,1,0,0,0,0,-1
"11495","2015",958,33,12,0,3,3,1,4,0,4,NA,32200.0531607437,1,0,0,0,0,-1
"11496","2016",958,34,13,0,3,3,2,4,0,4,6.05996298706435,29981.8255300887,1,0,0,0,0,-1
"11497","2017",958,35,14,0,3,3,3,4,0,4,NA,3113.56070496084,1,0,0,0,1,-1
"11498","2018",958,36,15,0,3,3,4,5,0,5,0.390770458014193,30393.2586506947,1,0,0,0,1,-1
"11499","2005",959,23,2,0,1,1,3,0,0,0,4.13525250801236,NA,0,0,0,0,1,-1
"11500","2006",959,24,3,0,1,1,4,1,0,1,9.00995269525619,NA,0,0,0,0,0,-1
"11501","2007",959,25,4,0,1,1,5,1,0,1,NA,NA,0,0,0,0,1,-1
"11502","2008",959,26,5,0,1,1,6,2,0,2,15.2626942190986,NA,0,0,0,0,2,-1
"11503","2009",959,27,6,0,1,1,7,3,1,2,14.0488362954068,NA,0,0,0,0,1,-1
"11504","2010",959,28,7,0,1,1,8,4,1,3,15.0699996948242,NA,0,0,0,0,2,-1
"11505","2011",959,29,8,0,1,1,9,5,2,3,18.6423190971091,NA,0,0,0,0,2,-1
"11506","2012",959,30,9,0,1,1,10,6,3,3,17.8362319125377,NA,0,0,0,0,2,-1
"11507","2013",959,31,10,0,1,1,11,7,4,3,13.5005106587845,37441.416227029,0,0,0,0,2,-1
"11508","2014",959,32,11,0,1,1,12,8,5,3,15.1704099514769,41449.2092457421,0,0,0,1,2,-1
"11509","2015",959,33,12,0,2,2,0,9,6,3,15.4807947888191,27600.0455663518,0,0,0,0,2,-1
"11510","2016",959,34,13,0,2,2,1,10,7,3,15.8994529326228,29073.2853625103,0,0,0,0,2,-1
"11511","2017",959,35,14,0,2,2,2,11,8,3,19.2459109509942,31135.6070496084,0,0,0,0,2,-1
"11512","2018",959,36,15,0,2,2,3,12,9,3,24.3667091859069,30393.2586506947,0,1,0,0,2,-1
"11513","2004",960,22,1,1,0,0,NA,0,0,0,27.1733109562532,NA,0,0,0,0,1,-1
"11514","2005",960,23,2,1,0,0,NA,1,0,1,15.1907234988209,NA,0,0,0,0,1,-1
"11515","2006",960,24,3,1,0,0,NA,2,0,2,12.9254422540135,NA,0,0,0,0,1,-1
"11516","2007",960,25,4,1,0,0,NA,3,0,3,24.0384615384615,NA,0,0,0,0,1,-1
"11517","2008",960,26,5,1,0,0,NA,4,0,4,18.0883698466386,NA,0,0,0,0,1,-1
"11518","2009",960,27,6,1,0,0,NA,5,0,5,9.77310350984822,NA,0,0,0,0,2,-1
"11519","2010",960,28,7,1,0,0,NA,6,1,5,17.3600006103516,NA,0,0,0,0,2,-1
"11520","2011",960,29,8,1,0,0,NA,7,2,5,14.4995815199737,NA,0,0,0,0,2,-1
"11521","2012",960,30,9,1,0,0,NA,8,3,5,25.1587732697324,NA,0,0,0,0,2,-1
"11522","2013",960,31,10,1,0,0,NA,9,4,5,19.0807217310821,NA,0,0,0,0,2,-1
"11523","2014",960,32,11,1,0,0,NA,10,5,5,20.4666977995439,NA,0,0,0,0,2,-1
"11524","2015",960,33,12,1,0,0,NA,11,6,5,34.5983477185037,NA,0,0,0,0,2,-1
"11525","2016",960,34,13,1,0,0,NA,12,7,5,41.1841274599177,NA,0,0,0,0,2,-1
"11526","2017",960,35,14,1,0,0,NA,13,8,5,42.7686910022093,NA,0,0,0,0,2,-1
"11527","2018",960,36,15,1,0,0,NA,14,9,5,50.8262111921148,NA,0,0,0,0,2,-1
"11528","2013",961,31,10,0,0,0,NA,6,3,3,21.0166949595518,NA,0,0,0,0,2,-1
"11529","2014",961,32,11,0,0,0,NA,7,4,3,26.0116813247286,NA,0,0,0,0,2,-1
"11530","2015",961,33,12,0,0,0,NA,8,5,3,20.3461874367337,NA,0,0,0,0,2,-1
"11531","2016",961,34,13,0,0,0,NA,9,6,3,32.2531759490348,NA,0,0,0,0,1,-1
"11532","2017",961,35,14,0,0,0,NA,10,6,4,32.504205161679,NA,0,0,0,0,2,-1
"11533","2018",961,36,15,0,0,0,NA,11,7,4,32.6249919494661,NA,0,0,0,0,2,-1
"11534","2005",963,23,2,1,0,0,NA,1,0,1,9.54289040310546,NA,0,0,0,0,1,-1
"11535","2006",963,24,3,1,0,0,NA,2,0,2,20.7996864096324,NA,0,0,0,0,1,-1
"11536","2007",963,25,4,1,0,0,NA,3,0,3,17.948717948718,NA,0,0,0,0,2,-1
"11537","2008",963,26,5,1,0,0,NA,4,1,3,25.4209448227928,NA,0,0,0,0,2,-1
"11538","2009",963,27,6,1,0,0,NA,5,2,3,19.5462070196964,NA,0,0,0,0,2,-1
"11539","2010",963,28,7,1,0,0,NA,6,3,3,22.6900005340576,NA,0,0,0,0,2,-1
"11540","2011",963,29,8,1,0,0,NA,7,4,3,23.1164756804152,NA,0,0,0,0,2,-1
"11541","2012",963,30,9,1,0,0,NA,8,5,3,31.7880022395256,NA,0,0,0,0,2,-1
"11542","2013",963,31,10,1,0,0,NA,9,6,3,44.0016643693717,93603.5405675726,0,0,0,0,2,-1
"11543","2014",963,32,11,1,0,0,NA,10,7,3,54.399785666119,92109.3538794269,0,0,0,0,2,-1
"11544","2015",963,33,12,1,0,0,NA,11,8,3,60.8174080989322,195960.323521098,0,1,0,0,2,-1
"11545","2016",963,34,13,1,0,0,NA,12,9,3,63.2253069346106,193882.47176124,1,0,0,0,2,-1
"11546","2017",963,35,14,1,0,0,NA,13,10,3,NA,266876.631853786,1,0,0,1,2,-1
"11547","2018",963,36,15,1,1,1,0,14,11,3,85.0229733083702,260513.645577383,1,0,0,0,2,-1
"11548","2005",964,23,2,1,0,0,NA,1,1,0,14.3143356046582,NA,0,0,0,0,1,-1
"11549","2006",964,24,3,1,0,0,NA,2,1,1,14.4938011746936,NA,0,0,0,0,1,-1
"11550","2012",965,30,9,0,3,3,7,0,0,0,15.8322671177659,NA,0,0,0,0,2,-1
"11551","2013",965,31,10,0,3,3,8,1,1,0,18.9007149222983,65522.4783973008,0,0,0,0,2,-1
"11552","2014",965,32,11,0,3,3,9,2,2,0,28.7841730873209,78292.9507975129,0,0,0,0,2,-1
"11553","2015",965,33,12,0,3,3,10,3,3,0,14.5961779437437,72680.119991393,0,1,0,0,2,-1
"11554","2016",965,34,13,0,3,3,11,4,4,0,15.4451828488336,74500.2937414325,1,0,0,0,2,-1
"11555","2017",965,35,14,0,2,3,12,5,5,0,23.5227800512151,75615.045691906,1,0,0,0,2,-1
"11556","2018",965,36,15,0,2,3,13,6,6,0,22.9599364273177,73812.1995802586,1,0,0,0,2,-1
"11557","2004",966,22,1,1,0,0,NA,0,0,0,4.46731971966898,NA,0,0,0,0,2,-1
"11558","2005",966,23,2,1,0,0,NA,1,1,0,7.15716780232909,NA,0,0,0,0,2,-1
"11559","2006",966,24,3,1,0,0,NA,2,2,0,8.69628091112016,NA,0,0,0,0,1,-1
"11560","2007",966,25,4,1,0,0,NA,3,2,1,7.5187969924812,NA,0,0,0,0,2,-1
"11561","2008",966,26,5,1,0,0,NA,4,3,1,17.0857113138223,NA,0,0,0,0,2,-1
"11562","2009",966,27,6,1,0,0,NA,5,4,1,16.1222507555565,406.561106009686,0,0,0,0,1,-1
"11563","2010",966,28,7,1,0,0,NA,6,4,2,9.18000030517578,600,0,0,0,1,1,-1
"11564","2011",966,29,8,1,1,1,0,7,4,3,22.7512384083086,NA,0,1,1,0,1,-1
"11565","2012",966,30,9,1,1,1,1,8,4,4,19.0709010834937,NA,0,0,0,1,2,-1
"11566","2013",966,31,10,1,2,2,0,9,5,4,19.5757404552375,NA,0,0,0,0,2,-1
"11567","2014",966,32,11,1,2,2,1,10,6,4,21.5904330412547,NA,0,0,0,0,2,-1
"11568","2015",966,33,12,1,2,2,2,11,7,4,20.4444781972976,82800.1366990554,0,0,0,0,1,-1
"11569","2016",966,34,13,1,2,2,3,12,7,5,17.2077512591486,77225.9142441679,0,1,0,0,2,-1
"11570","2017",966,35,14,1,2,2,4,13,8,5,17.7295664518249,88958.8772845953,1,0,0,0,2,-1
"11571","2018",966,36,15,1,2,2,5,14,9,5,40.2059386382557,134598.716881648,1,0,0,1,2,-1
"11572","2005",967,23,2,1,0,0,NA,1,0,1,16.1036275552405,NA,0,0,0,0,2,-1
"11573","2006",967,24,3,1,0,0,NA,2,1,1,29.8529051745127,NA,0,0,0,0,1,-1
"11574","2007",967,25,4,1,0,0,NA,3,1,2,27.7777777777778,NA,0,0,0,0,2,-1
"11575","2008",967,26,5,1,0,0,NA,4,2,2,30.0392513189658,NA,0,0,0,0,2,-1
"11576","2009",967,27,6,1,0,0,NA,5,3,2,26.8062267698694,NA,0,0,0,0,2,-1
"11577","2010",967,28,7,1,0,0,NA,6,4,2,33.6100006103516,NA,0,0,0,0,1,-1
"11578","2011",967,29,8,1,0,0,NA,7,4,3,16.1566765508279,11632.8071165961,0,0,0,0,1,-1
"11579","2012",967,30,9,1,0,0,NA,8,4,4,25.0448047553502,7597.9685880293,0,1,0,0,2,-1
"11580","2013",967,31,10,1,0,0,NA,9,5,4,31.5011915371638,NA,1,0,0,1,1,-1
"11581","2014",967,32,11,1,1,1,0,10,5,5,26.573548945584,NA,1,0,0,0,1,-1
"11582","2015",967,33,12,1,1,1,1,11,5,6,20.3461874367337,NA,1,0,1,1,1,-1
"11583","2016",967,34,13,1,2,2,0,12,5,7,28.5009058194131,NA,0,0,0,0,1,-1
"11584","2017",967,35,14,1,2,2,1,13,5,8,30.613378822634,NA,0,0,0,0,1,-1
"11585","2018",967,36,15,1,2,2,2,14,5,9,29.8461790674536,NA,0,0,0,0,1,-1
"11586","2005",968,23,2,0,1,1,1,1,0,1,17.8642908346134,NA,0,0,0,0,1,-1
"11587","2006",968,24,3,0,1,1,2,2,0,2,10.2321913111021,NA,0,0,0,0,2,-1
"11588","2007",968,25,4,0,1,1,3,3,1,2,12.0192307692308,NA,0,0,0,1,2,-1
"11589","2008",968,26,5,0,2,2,0,4,2,2,13.905559979108,NA,0,0,0,0,2,-1
"11590","2009",968,27,6,0,2,2,1,5,3,2,9.28444833435581,NA,0,0,0,0,2,-1
"11591","2010",968,28,7,0,2,2,2,6,4,2,12.8500003814697,NA,0,0,0,0,2,-1
"11592","2011",968,29,8,0,2,2,3,7,5,2,13.0496233679763,NA,0,0,0,0,2,-1
"11593","2012",968,30,9,0,2,2,4,8,6,2,16.886485839034,NA,0,0,0,0,2,-1
"11594","2013",968,31,10,0,2,2,5,9,7,2,15.7505957685819,NA,0,0,0,0,2,-1
"11595","2014",968,32,11,0,2,2,6,10,8,2,16.7086362315372,NA,0,0,0,0,2,-1
"11596","2015",968,33,12,0,2,2,7,11,9,2,15.4807947888191,NA,0,0,0,0,2,-1
"11597","2016",968,34,13,0,2,2,8,12,10,2,16.353723016412,NA,0,0,0,0,2,-1
"11598","2017",968,35,14,0,2,2,9,13,11,2,16.2521025808395,NA,0,0,0,0,2,-1
"11599","2018",968,36,15,0,2,2,10,14,12,2,19.4603691921264,NA,0,0,0,0,2,-1
"11600","2005",969,23,2,0,1,1,2,0,0,0,8.05181377762023,NA,0,0,0,0,2,-1
"11601","2006",969,24,3,0,1,1,3,1,1,0,5.76507174287524,NA,0,0,0,0,2,-1
"11602","2007",969,25,4,0,1,1,4,2,2,0,9.61538461538461,NA,0,0,0,0,2,-1
"11603","2008",969,26,5,0,1,1,5,3,3,0,10.1278663093408,NA,0,0,0,0,2,-1
"11604","2009",969,27,6,0,1,1,6,4,4,0,NA,NA,0,0,0,0,0,-1
"11605","2010",969,28,7,0,1,1,7,4,4,0,10.1300001144409,NA,0,0,0,0,0,-1
"11606","2009",971,27,6,0,1,1,1,2,0,2,NA,28459.277420678,0,0,0,1,0,-1
"11607","2010",971,28,7,0,2,2,0,2,0,2,NA,29150,0,1,0,0,0,-1
"11608","2011",971,29,8,0,2,2,1,2,0,2,NA,36837.2225358875,1,0,0,0,0,-1
"11609","2012",971,30,9,0,2,2,2,2,0,2,NA,36090.3507931392,1,0,0,0,0,-1
"11610","2013",971,31,10,0,2,2,3,2,0,2,NA,37441.416227029,1,0,0,0,0,-1
"11611","2014",971,32,11,0,2,2,4,2,0,2,NA,36843.7415517707,1,0,0,0,0,-1
"11612","2015",971,33,12,0,2,2,5,2,0,2,NA,42320.0698684061,1,0,0,0,0,-1
"11613","2016",971,34,13,0,2,2,6,2,0,2,NA,41792.8477086085,1,0,0,0,0,-1
"11614","2017",971,35,14,0,2,2,7,2,0,2,3.5870515034111,NA,1,0,0,0,1,-1
"11615","2018",971,36,15,0,2,2,8,3,0,3,11.0284108304791,NA,1,0,0,0,1,-1
"11616","2004",972,22,1,0,0,0,NA,0,0,0,13.7713506963759,NA,0,0,0,0,1,-1
"11617","2005",972,23,2,0,0,0,NA,1,0,1,8.58860136279491,NA,0,1,0,0,2,-1
"11618","2006",972,24,3,0,0,0,NA,2,1,1,7.8309791175146,NA,1,0,0,0,2,-1
"11619","2007",972,25,4,0,0,0,NA,3,2,1,19.4805194805195,NA,1,0,0,0,1,-1
"11620","2008",972,26,5,0,0,0,NA,4,2,2,9.58096156727113,NA,1,0,0,0,1,-1
"11621","2009",972,27,6,0,0,0,NA,5,2,3,15.6369656157572,NA,1,0,1,1,1,-1
"11622","2010",972,28,7,0,1,1,0,6,2,4,10.5799999237061,NA,0,0,0,0,2,-1
"11623","2011",972,29,8,0,1,1,1,7,3,4,10.25327550341,NA,0,0,0,0,2,-1
"11624","2012",972,30,9,0,1,1,2,8,4,4,6.4772683843297,NA,0,0,0,0,2,-1
"11625","2013",972,31,10,0,1,1,3,9,5,4,8.96204111817184,NA,0,0,0,0,2,-1
"11626","2014",972,32,11,0,1,1,4,10,6,4,11.1636535847757,NA,0,0,0,0,2,-1
"11627","2015",972,33,12,0,1,1,5,11,7,4,NA,NA,0,0,0,1,0,-1
"11628","2016",972,34,13,0,2,2,0,11,7,4,1.06299195707647,NA,0,0,0,0,1,-1
"11629","2017",972,35,14,0,2,2,1,12,7,5,8.00629895561358,NA,0,0,0,0,1,-1
"11630","2018",972,36,15,0,2,2,2,13,7,6,9.144028727884,NA,0,0,0,0,2,-1
"11631","2005",974,23,2,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,1,-1
"11632","2006",974,24,3,0,0,0,NA,1,0,1,11.3570833333333,NA,0,0,0,0,2,-1
"11633","2007",974,25,4,0,0,0,NA,2,1,1,23.8461538461538,NA,0,0,0,0,2,-1
"11634","2008",974,26,5,0,0,0,NA,3,2,1,26.0995119427881,NA,0,0,0,0,2,-1
"11635","2009",974,27,6,0,0,0,NA,4,3,1,NA,NA,0,0,0,0,0,-1
"11636","2010",974,28,7,0,0,0,NA,4,3,1,8.27999973297119,NA,0,0,0,0,2,-1
"11637","2011",974,29,8,0,0,0,NA,5,4,1,10.0716944732433,NA,0,0,0,0,2,-1
"11638","2012",974,30,9,0,0,0,NA,6,5,1,9.30751170148558,NA,0,0,0,0,2,-1
"11639","2013",974,31,10,0,0,0,NA,7,6,1,13.7098209015564,NA,0,0,0,0,2,-1
"11640","2014",974,32,11,0,0,0,NA,8,7,1,16.1836131955199,NA,0,0,0,0,2,-1
"11641","2015",974,33,12,0,0,0,NA,9,8,1,21.1224838517998,NA,0,0,0,0,2,-1
"11642","2016",974,34,13,0,0,0,NA,10,9,1,NA,NA,0,0,0,0,0,-1
"11643","2017",974,35,14,0,0,0,NA,10,9,1,8.72481296445069,NA,0,0,0,0,2,-1
"11644","2018",974,36,15,0,0,0,NA,11,10,1,16.6034037402377,NA,0,0,0,0,2,-1
"11645","2005",975,23,2,1,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,-1
"11646","2006",975,24,3,1,0,0,NA,0,0,0,21.3513164191019,NA,0,0,0,0,2,-1
"11647","2007",975,25,4,1,0,0,NA,1,1,0,23.0769230769231,NA,0,0,0,0,1,-1
"11648","2008",975,26,5,1,0,0,NA,2,1,1,8.63906969142449,NA,0,0,0,0,1,-1
"11649","2009",975,27,6,1,0,0,NA,3,1,2,7.47354974282511,NA,0,0,0,0,1,-1
"11650","2010",975,28,7,1,0,0,NA,4,1,3,6.30000019073486,NA,0,0,0,0,1,-1
"11651","2011",975,29,8,1,0,0,NA,5,1,4,3.72846381942181,NA,0,0,0,0,1,-1
"11652","2012",975,30,9,1,0,0,NA,6,1,5,4.52079152725706,NA,0,0,0,0,1,-1
"11653","2013",975,31,10,1,0,0,NA,7,1,6,9.00034043918967,NA,0,0,0,0,1,-1
"11654","2014",975,32,11,1,0,0,NA,8,1,7,8.91618573662396,NA,0,0,0,0,1,-1
"11655","2015",975,33,12,1,0,0,NA,9,1,8,7.21569818728151,NA,0,0,0,0,2,-1
"11656","2016",975,34,13,1,0,0,NA,10,2,8,9.78497802071654,NA,0,0,0,0,2,-1
"11657","2017",975,35,14,1,0,0,NA,11,3,8,10.4925855258753,NA,0,0,0,0,2,-1
"11658","2018",975,36,15,1,0,0,NA,12,4,8,21.4836917731921,20410.3757521694,0,1,0,0,2,-1
"11659","2005",976,23,2,1,0,0,NA,1,0,1,24.1554413328607,NA,0,0,0,0,2,-1
"11660","2006",976,24,3,1,0,0,NA,2,1,1,26.2835348890698,NA,0,0,0,0,2,-1
"11661","2007",976,25,4,1,0,0,NA,3,2,1,26.4423076923077,NA,0,0,0,0,2,-1
"11662","2008",976,26,5,1,0,0,NA,4,3,1,30.4848779774632,NA,0,0,0,0,2,-1
"11663","2009",976,27,6,1,0,0,NA,5,4,1,28.8306553540523,NA,0,0,0,0,2,-1
"11664","2010",976,28,7,1,0,0,NA,6,5,1,33.8300018310547,NA,0,0,0,0,2,-1
"11665","2011",976,29,8,1,0,0,NA,7,6,1,30.3479613208752,NA,0,0,0,0,2,-1
"11666","2012",976,30,9,1,0,0,NA,8,7,1,34.1148772212146,NA,0,0,0,0,2,-1
"11667","2013",976,31,10,1,0,0,NA,9,8,1,32.7285106879624,NA,0,0,0,0,2,-1
"11668","2014",976,32,11,1,0,0,NA,10,9,1,35.5449998026186,NA,0,0,0,0,2,-1
"11669","2015",976,33,12,1,0,0,NA,11,10,1,28.3077390424121,NA,0,0,0,0,2,-1
"11670","2016",976,34,13,1,0,0,NA,12,11,1,32.4803109909294,NA,0,0,0,0,2,-1
"11671","2017",976,35,14,1,0,0,NA,13,12,1,30.3268899833848,NA,0,0,0,0,2,-1
"11672","2018",976,36,15,1,0,0,NA,14,13,1,32.8941905757663,NA,0,0,0,0,2,-1
"11673","2007",977,25,4,0,0,0,NA,2,0,2,NA,40000,0,0,0,0,0,-1
"11674","2008",977,26,5,0,0,0,NA,2,0,2,NA,55703.2647013743,0,0,0,0,0,-1
"11675","2009",977,27,6,0,0,0,NA,2,0,2,4.88655175492411,50820.1382512108,0,0,0,0,1,-1
"11676","2010",977,28,7,0,0,0,NA,3,0,3,9.61999988555908,NA,0,0,0,0,1,-1
"11677","2011",977,29,8,0,0,0,NA,4,0,4,7.45692763884363,NA,0,0,0,0,1,-1
"11678","2012",977,30,9,0,0,0,NA,5,0,5,5.8124458611526,2621.29916287011,0,1,0,0,1,-1
"11679","2004",978,22,1,0,3,3,0,0,0,0,9.8234865532507,NA,0,0,0,0,2,-1
"11680","2005",978,23,2,0,3,3,1,1,1,0,NA,NA,0,0,0,0,2,-1
"11681","2006",978,24,3,0,3,3,2,2,2,0,9.85362145404967,NA,0,0,0,0,2,-1
"11682","2007",978,25,4,0,3,3,3,3,3,0,NA,NA,0,0,0,0,0,-1
"11683","2008",978,26,5,0,3,3,4,3,3,0,NA,NA,0,0,0,0,0,-1
"11684","2009",978,27,6,0,3,3,5,3,3,0,NA,NA,0,0,0,0,1,-1
"11685","2010",978,28,7,0,3,3,6,4,3,1,7.84000015258789,NA,0,0,0,0,2,-1
"11686","2011",978,29,8,0,3,3,7,5,4,1,14.5410088957451,NA,0,0,0,0,1,-1
"11687","2012",978,30,9,0,3,3,8,6,4,2,NA,NA,0,0,0,0,0,-1
"11688","2013",978,31,10,0,3,3,9,6,4,2,NA,NA,0,0,0,0,1,-1
"11689","2014",978,32,11,0,3,3,10,7,4,3,14.829606325957,NA,0,0,0,0,1,-1
"11690","2015",978,33,12,0,3,3,11,8,4,4,NA,NA,0,0,0,0,1,-1
"11691","2016",978,34,13,0,3,3,12,9,4,5,17.2622631839905,NA,0,0,0,0,2,-1
"11692","2017",978,35,14,0,2,3,13,10,5,5,NA,NA,0,0,0,0,0,-1
"11693","2018",978,36,15,0,2,3,14,10,5,5,NA,NA,0,0,0,0,0,-1
"11694","2004",979,22,1,0,2,2,0,0,0,0,7.69948934164295,33476.0402329275,1,0,0,0,1,-1
"11695","2005",979,23,2,0,2,2,1,1,0,1,8.05181377762023,44660.7270865335,1,0,0,0,1,-1
"11696","2006",979,24,3,0,2,2,2,2,0,2,6.06792752536516,50836.4682539683,1,0,0,1,1,-1
"11697","2007",979,25,4,0,3,3,0,3,0,3,NA,40000,1,0,0,0,0,-1
"11698","2008",979,26,5,0,3,3,1,3,0,3,5.73237217654791,44967.7264134731,1,0,0,0,0,-1
"11699","2009",979,27,6,0,3,3,2,3,0,3,8.13122212019372,32524.8884807749,1,0,0,0,1,-1
"11700","2010",979,28,7,0,3,3,3,4,0,4,5.32000017166138,28000,1,0,0,0,1,-1
"11701","2011",979,29,8,0,3,3,4,5,0,5,NA,31020.8189775895,1,0,0,0,0,-1
"11702","2012",979,30,9,0,3,3,5,5,0,5,8.98459789157459,33241.1125726282,1,0,0,0,1,-1
"11703","2013",979,31,10,0,3,3,6,6,0,6,9.00034043918967,19656.7435191902,1,0,0,0,1,-1
"11704","2014",979,32,11,0,3,3,7,7,0,7,6.291068799691,16579.6836982968,1,0,0,0,2,-1
"11705","2015",979,33,12,0,3,3,8,8,1,7,7.9615516056784,18400.0303775679,1,0,0,0,2,-1
"11706","2016",979,34,13,0,3,3,9,9,2,7,11.3567520947306,22713.5041894611,1,0,0,0,2,-1
"11707","2017",979,35,14,0,3,3,10,10,3,7,10.2644858405302,17791.7754569191,1,0,0,0,2,-1
"11708","2018",979,36,15,0,3,3,11,11,4,7,12.8259555481055,20841.0916461907,1,0,0,0,2,-1
"11709","2007",980,24,3,0,1,1,2,0,0,0,5.76923076923077,NA,1,0,0,1,2,-1
"11710","2008",980,25,4,0,2,2,0,1,1,0,10.532980575367,NA,1,0,0,0,0,-1
"11711","2009",980,26,5,0,2,2,1,1,1,0,7.81848280787858,NA,1,0,0,0,1,-1
"11712","2010",980,27,6,0,2,2,2,2,1,1,11.1599998474121,NA,1,0,0,0,1,-1
"11713","2011",980,28,7,0,2,2,3,3,1,2,16.1566765508279,21326.8130470928,1,0,1,0,1,-1
"11714","2012",980,29,8,0,2,2,4,4,1,3,17.7317592647733,25643.1439845989,0,0,0,0,2,-1
"11715","2013",980,30,9,0,2,2,5,5,2,3,NA,NA,0,0,0,0,0,-1
"11716","2014",980,31,10,0,2,2,6,5,2,3,NA,NA,0,0,0,0,0,-1
"11717","2015",980,32,11,0,2,2,7,5,2,3,NA,NA,0,0,0,0,0,-1
"11718","2016",980,33,12,0,2,2,8,5,2,3,NA,NA,0,0,0,0,0,-1
"11719","2017",980,34,13,0,2,2,9,5,2,3,12.2318456266319,NA,0,0,0,0,2,-1
"11720","2018",980,35,14,0,2,2,10,6,3,3,11.4799682136589,NA,0,0,0,0,2,-1
"11721","2005",981,22,1,1,0,0,NA,0,0,0,13.4395706510402,NA,0,0,0,0,1,-1
"11722","2006",981,23,2,1,0,0,NA,1,0,1,12.8172801745127,NA,0,0,0,0,2,-1
"11723","2007",981,24,3,1,0,0,NA,2,1,1,10.2564102564103,NA,0,0,0,0,1,-1
"11724","2008",981,25,4,1,0,0,NA,3,1,2,2.33953705950561,NA,0,0,0,0,1,-1
"11725","2009",981,26,5,1,0,0,NA,4,1,3,7.81848280787858,NA,0,0,0,0,0,-1
"11726","2010",981,27,6,1,0,0,NA,4,1,3,9.09000015258789,NA,0,0,0,0,0,-1
"11727","2011",981,28,7,1,0,0,NA,4,1,3,14.3614902674025,NA,0,0,0,0,2,-1
"11728","2012",981,29,8,1,0,0,NA,5,2,3,14.33166839409,NA,0,0,0,0,2,-1
"11729","2013",981,30,9,1,0,0,NA,6,3,3,13.4462514635654,NA,0,0,0,0,2,-1
"11730","2014",981,31,10,1,0,0,NA,7,4,3,33.8686098431084,NA,0,0,0,0,2,-1
"11731","2015",981,32,11,1,0,0,NA,8,5,3,NA,184000.303775679,0,1,0,0,2,-1
"11732","2016",981,33,12,1,0,0,NA,9,6,3,83.1495930868703,181708.033515689,1,0,0,1,2,-1
"11733","2017",981,34,13,1,1,1,0,10,7,3,NA,195709.53002611,1,0,0,0,2,-1
"11734","2018",981,35,14,1,1,1,1,11,8,3,97.0065970298071,191043.340090081,1,0,0,1,2,-1
"11735","2007",982,24,3,1,0,0,NA,2,2,0,8.01282051282051,29000,0,0,0,0,2,-1
"11736","2008",982,25,4,1,0,0,NA,3,3,0,8.27446685200091,29370.8122970883,0,1,0,1,1,-1
"11737","2009",982,26,5,1,1,1,0,4,3,1,13.6613274868846,40656.1106009686,1,0,0,0,2,-1
"11738","2010",982,27,6,1,1,1,1,5,4,1,12.5299997329712,30000,1,0,0,0,1,-1
"11739","2011",982,28,7,1,1,1,2,6,4,2,8.72460533744704,29082.0177914901,1,0,0,0,2,-1
"11740","2012",982,29,8,1,1,1,3,7,5,2,15.3099075019377,33508.9409653562,1,0,0,0,2,-1
"11741","2013",982,30,9,1,1,1,4,8,6,2,13.5005106587845,37441.416227029,1,0,0,0,2,-1
"11742","2014",982,31,10,1,1,1,5,9,7,2,16.7086362315372,27632.8061638281,1,0,0,0,2,-1
"11743","2015",982,32,11,1,1,1,6,10,8,2,11.7948912676717,46000.0759439196,1,0,0,0,2,-1
"11744","2016",982,33,12,1,1,1,7,11,9,2,10.6480910066258,45427.0083789223,1,0,0,0,2,-1
"11745","2017",982,34,13,1,1,1,8,12,10,2,12.4029203906407,NA,1,0,1,0,2,-1
"11746","2018",982,35,14,1,1,1,9,13,11,2,19.9292945491903,NA,0,0,0,0,1,-1
"11747","2007",984,24,3,0,0,0,NA,1,1,0,6.92307692307692,40000,0,0,0,0,2,-1
"11748","2008",984,25,4,0,0,0,NA,2,2,0,18.4124612594595,40511.4652373632,0,1,0,0,2,-1
"11749","2009",984,26,5,0,0,0,NA,3,3,0,7.81848280787858,39639.7078359444,1,0,0,1,1,-1
"11750","2010",984,27,6,0,1,1,0,4,3,1,3.89000010490417,39000,1,0,0,0,1,-1
"11751","2011",984,28,7,0,1,1,1,5,3,2,3.26240584199409,35867.8219428378,1,0,0,0,2,-1
"11752","2012",984,29,8,0,1,1,2,6,4,2,NA,43688.3193811685,1,0,0,0,2,-1
"11753","2013",984,30,9,0,1,1,3,7,5,2,4.11444134362956,43057.6286610834,1,0,0,0,2,-1
"11754","2014",984,31,10,0,1,1,4,8,6,2,NA,45133.5834009192,1,0,0,0,1,-1
"11755","2015",984,32,11,0,1,1,5,9,6,3,14.7436140845896,46000.0759439196,1,0,0,0,1,-1
